page,country,articlequality,FIPS,Name,Type,TimeFrame,Data (M),Population
Joseph Kabila,"Congo, Dem. Rep. of",,,,,,,
Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",,,,,,,
Jeannot Bemba Saolona,"Congo, Dem. Rep. of",,,,,,,
Medard Mulangala,"Congo, Dem. Rep. of",,,,,,,
Mpinga Kasenda,"Congo, Dem. Rep. of",,,,,,,
Fernand Kazadi,"Congo, Dem. Rep. of",,,,,,,
Antoine-Roger Bolamba,"Congo, Dem. Rep. of",,,,,,,
Odette Babandoa Etoa,"Congo, Dem. Rep. of",,,,,,,
Monique Mukuna Mutombo,"Congo, Dem. Rep. of",,,,,,,
Ekila Liyonda,"Congo, Dem. Rep. of",,,,,,,
Augustin Matata Ponyo,"Congo, Dem. Rep. of",,,,,,,
Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",,,,,,,
Laurent Nkunda,"Congo, Dem. Rep. of",,,,,,,
Christophe Gbenye,"Congo, Dem. Rep. of",,,,,,,
Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",,,,,,,
Moïse Tshombe,"Congo, Dem. Rep. of",,,,,,,
Godefroid Munongo,"Congo, Dem. Rep. of",,,,,,,
Thomas Kanza,"Congo, Dem. Rep. of",,,,,,,
Joseph Okito,"Congo, Dem. Rep. of",,,,,,,
President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",,,,,,,
Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",,,,,,,
Alphonse Songolo,"Congo, Dem. Rep. of",,,,,,,
List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",,,,,,,
Jules Mutebusi,"Congo, Dem. Rep. of",,,,,,,
Pierre Mulele,"Congo, Dem. Rep. of",,,,,,,
Kasongo Munganga,"Congo, Dem. Rep. of",,,,,,,
Joseph Kasa-Vubu,"Congo, Dem. Rep. of",,,,,,,
Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",,,,,,,
Tabu Ley Rochereau,"Congo, Dem. Rep. of",,,,,,,
Leonard Mashako Mamba,"Congo, Dem. Rep. of",,,,,,,
Franck Mwe di Malila,"Congo, Dem. Rep. of",,,,,,,
Mobutu Sese Seko,"Congo, Dem. Rep. of",,,,,,,
Maurice Mpolo,"Congo, Dem. Rep. of",,,,,,,
Georges Minsay Booka,"Congo, Dem. Rep. of",,,,,,,
Germain Katanga,"Congo, Dem. Rep. of",,,,,,,
Daniel Kanza,"Congo, Dem. Rep. of",,,,,,,
Gilbert Pongo,"Congo, Dem. Rep. of",,,,,,,
Laurent-Désiré Kabila,"Congo, Dem. Rep. of",,,,,,,
Prospère Mushobekwa,"Congo, Dem. Rep. of",,,,,,,
Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",,,,,,,
Julien Paluku Kahongya,"Congo, Dem. Rep. of",,,,,,,
List of mayors of Goma,"Congo, Dem. Rep. of",,,,,,,
Victor Nendaka Bika,"Congo, Dem. Rep. of",,,,,,,
Antoine Gizenga cabinet,"Congo, Dem. Rep. of",,,,,,,
André Lubaya,"Congo, Dem. Rep. of",,,,,,,
Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",,,,,,,
Jean-Pierre Bemba,"Congo, Dem. Rep. of",,,,,,,
Jason Sendwe,"Congo, Dem. Rep. of",,,,,,,
Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",,,,,,,
Patrice Lumumba,"Congo, Dem. Rep. of",,,,,,,
"List of members of the parliament of East Timor, 2001–07",East Timorese,,,,,,,
José Abel,East Timorese,,,,,,,
Rogerio Lobato,East Timorese,,,,,,,
Manuel Magalhaes de Oliveira,East Timorese,,,,,,,
João Viegas Carrascalão,East Timorese,,,,,,,
Manuel Carrascalão,East Timorese,,,,,,,
Adalgisa Magno Guterres,East Timorese,,,,,,,
María do Céu,East Timorese,,,,,,,
Ana Pessoa Pinto,East Timorese,,,,,,,
Rosa Bonaparte,East Timorese,,,,,,,
Fernanda Borges,East Timorese,,,,,,,
Nicolau dos Reis Lobato,East Timorese,,,,,,,
Adalgisa Ximenes,East Timorese,,,,,,,
Milena Pires,East Timorese,,,,,,,
Alfredo Pires,East Timorese,,,,,,,
Mário Viegas Carrascalão,East Timorese,,,,,,,
José Abílio Osório Soares,East Timorese,,,,,,,
Roque Rodrigues,East Timorese,,,,,,,
Avelino Coelho da Silva,East Timorese,,,,,,,
Manuel Tilman,East Timorese,,,,,,,
Isabel da Costa Ferreira,East Timorese,,,,,,,
Emília Pires,East Timorese,,,,,,,
Xanana Gusmão,East Timorese,,,,,,,
José Luís Guterres,East Timorese,,,,,,,
Arsénio Bano,East Timorese,,,,,,,
Nino Konis Santana,East Timorese,,,,,,,
President of East Timor,East Timorese,,,,,,,
Estanislau da Silva,East Timorese,,,,,,,
José Ramos-Horta,East Timorese,,,,,,,
Fernando de Araújo (East Timorese politician),East Timorese,,,,,,,
Taur Matan Ruak,East Timorese,,,,,,,
Lúcia Lobato,East Timorese,,,,,,,
Francisco Xavier do Amaral,East Timorese,,,,,,,
Vicente Guterres,East Timorese,,,,,,,
Rui Maria de Araújo,East Timorese,,,,,,,
Francisco Guterres,East Timorese,,,,,,,
"List of members of the Løgting, 1974–78",Faroese,,,,,,,
"List of members of the Løgting, 1978–80",Faroese,,,,,,,
"List of members of the Løgting, 1980–84",Faroese,,,,,,,
"List of members of the Løgting, 1984–88",Faroese,,,,,,,
"List of members of the Løgting, 1990–94",Faroese,,,,,,,
"List of members of the Løgting, 1994–98",Faroese,,,,,,,
"List of members of the Løgting, 1998–2002",Faroese,,,,,,,
Tórbjørn Poulsen,Faroese,,,,,,,
Demmus Hentze,Faroese,,,,,,,
Andrias Christian Evensen,Faroese,,,,,,,
Hákun Djurhuus,Faroese,,,,,,,
Jógvan Justinusson,Faroese,,,,,,,
Andrass Samuelsen,Faroese,,,,,,,
Álvur Kirke,Faroese,,,,,,,
Rikard Long,Faroese,,,,,,,
Sigurð Joensen,Faroese,,,,,,,
Jógvan Poulsen (1854–1941),Faroese,,,,,,,
Jacob Vestergaard,Faroese,,,,,,,
Johan Simonsen,Faroese,,,,,,,
Kári P. Højgaard,Faroese,,,,,,,
Kristin Michelsen,Faroese,,,,,,,
Lisbeth L. Petersen,Faroese,,,,,,,
Símun av Skarði,Faroese,,,,,,,
Finnbogi Ísakson,Faroese,,,,,,,
"List of members of the Løgting, 1988–90",Faroese,,,,,,,
Brandur Sandoy,Faroese,,,,,,,
"List of members of the Løgting, 2015–19",Faroese,,,,,,,
"List of members of the Løgting, 2011–15",Faroese,,,,,,,
"List of members of the Løgting, 2008–11",Faroese,,,,,,,
"List of members of the Løgting, 2004–08",Faroese,,,,,,,
"List of members of the Løgting, 2002–04",Faroese,,,,,,,
Bárður á Steig Nielsen,Faroese,,,,,,,
Edmund Joensen,Faroese,,,,,,,
Jørgen Niclasen,Faroese,,,,,,,
Jóannes Eidesgaard,Faroese,,,,,,,
Jógvan á Lakjuni,Faroese,,,,,,,
Anfinn Kallsberg,Faroese,,,,,,,
Kaj Leo Johannesen,Faroese,,,,,,,
Rigmor Dam,Faroese,,,,,,,
Hanna Jensen,Faroese,,,,,,,
Sonja Jógvansdóttir,Faroese,,,,,,,
Karin Kjølbro,Faroese,,,,,,,
Jóannes Patursson,Faroese,,,,,,,
Erlendur Patursson,Faroese,,,,,,,
Niels Winther Poulsen,Faroese,,,,,,,
Bjørt Samuelsen,Faroese,,,,,,,
Jenis av Rana,Faroese,,,,,,,
Heðin Mortensen,Faroese,,,,,,,
Rasmus Effersøe,Faroese,,,,,,,
Trygvi Samuelsen,Faroese,,,,,,,
Eilif Samuelsen,Faroese,,,,,,,
Jógvan Skorheim,Faroese,,,,,,,
Louis Zachariasen,Faroese,,,,,,,
Annika Olsen,Faroese,,,,,,,
Páll á Reynatúgvu,Faroese,,,,,,,
Atli Dam,Faroese,,,,,,,
Henrik Old,Faroese,,,,,,,
Marita Petersen,Faroese,,,,,,,
Pauli Ellefsen,Faroese,,,,,,,
Rasmus Rasmussen (writer),Faroese,,,,,,,
Peter Mohr Dam,Faroese,,,,,,,
Knút Wang,Faroese,,,,,,,
Sjúrður Skaale,Faroese,,,,,,,
Høgni Hoydal,Faroese,,,,,,,
Kristina Háfoss,Faroese,,,,,,,
Sirið Stenberg,Faroese,,,,,,,
Eyðgunn Samuelsen,Faroese,,,,,,,
Edva Jacobsen,Faroese,,,,,,,
Aksel V. Johannesen,Faroese,,,,,,,
Djóni í Geil,Faroese,,,,,,,
Elsebeth Mercedis Gunnleygsdóttur,Faroese,,,,,,,
Annita á Fríðriksmørk,Faroese,,,,,,,
Katrin Kallsberg,Faroese,,,,,,,
H. C .W. Tórgarð,Faroese,,,,,,,
James Bisset (mayor),Cape Colony,,,,,,,
Augustus Joseph Tancred,Cape Colony,,,,,,,
Johan Conrad Silberbauer,Cape Colony,,,,,,,
James Cotterell Hoole,Cape Colony,,,,,,,
Patrick Goold,Cape Colony,,,,,,,
Andries Botha,Cape Colony,,,,,,,
Charles William Hutton,Cape Colony,,,,,,,
John Blades Currey,Cape Colony,,,,,,,
Joseph Orpen,Cape Colony,,,,,,,
Klaas Afrikaner,Cape Colony,,,,,,,
Christian Groepe,Cape Colony,,,,,,,
William Hume (Cape politician),Cape Colony,,,,,,,
James Sivewright,Cape Colony,,,,,,,
William Downes Griffith,Cape Colony,,,,,,,
John Sweet Distin,Cape Colony,,,,,,,
John Thomas Eustace,Cape Colony,,,,,,,
Jeremias Ziervogel,Cape Colony,,,,,,,
Henry Latham Currey,Cape Colony,,,,,,,
Henry Juta,Cape Colony,,,,,,,
Simeon Jacobs,Cape Colony,,,,,,,
William Schreiner,Cape Colony,,,,,,,
George Strahan,Cape Colony,,,,,,,
John Bardwell Ebden,Cape Colony,,,,,,,
Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,,,,,,,
Charles Abercrombie Smith,Cape Colony,,,,,,,
Charles Brownlee,Cape Colony,,,,,,,
George Cathcart,Cape Colony,,,,,,,
Henry Torrens,Cape Colony,,,,,,,
Frederick Schermbrucker,Cape Colony,,,,,,,
Richard Solomon (Attorney General),Cape Colony,,,,,,,
Walter Hely-Hutchinson,Cape Colony,,,,,,,
Henry White (Cape Treasurer General),Cape Colony,,,,,,,
Jacobus Wilhelmus Sauer,Cape Colony,,,,,,,
Charles Lennox Stretch,Cape Colony,,,,,,,
John Tengo Jabavu,Cape Colony,,,,,,,
Philip John Stigant,Cape Colony,,,,,,,
Henry Pottinger,Cape Colony,,,,,,,
Thomas Charles Scanlen,Cape Colony,,,,,,,
Saul Solomon,Cape Colony,,,,,,,
Thomas Upington,Cape Colony,,,,,,,
Andries Stockenström (judge),Cape Colony,,,,,,,
Robert Wynyard,Cape Colony,,,,,,,
"John de Villiers, 1st Baron de Villiers",Cape Colony,,,,,,,
Philip Edmond Wodehouse,Cape Colony,,,,,,,
Charles Aken Fairbridge,Cape Colony,,,,,,,
William Howley Goodenough,Cape Colony,,,,,,,
George Thomas Napier,Cape Colony,,,,,,,
William Butler (British Army officer),Cape Colony,,,,,,,
"Sir George Yonge, 5th Baronet",Cape Colony,,,,,,,
Christoffel Brand,Cape Colony,,,,,,,
Henry Barkly,Cape Colony,,,,,,,
Lord Charles Somerset,Cape Colony,,,,,,,
Benjamin D'Urban,Cape Colony,,,,,,,
John Charles Molteno,Cape Colony,,,,,,,
"George Macartney, 1st Earl Macartney",Cape Colony,,,,,,,
William Porter (Attorney General),Cape Colony,,,,,,,
David Tennant (politician),Cape Colony,,,,,,,
Andries Stockenström,Cape Colony,,,,,,,
"Sir Harry Smith, 1st Baronet",Cape Colony,,,,,,,
Charles Henry Darling,Cape Colony,,,,,,,
John Paterson (Cape politician),Cape Colony,,,,,,,
John X. Merriman,Cape Colony,,,,,,,
Mpilo Walter Benson Rubusana,Cape Colony,,,,,,,
Henry Hugh Clifford,Cape Colony,,,,,,,
James Tennant Molteno,Cape Colony,,,,,,,
Leander Starr Jameson,Cape Colony,,,,,,,
Henry Bartle Frere,Cape Colony,,,,,,,
"Hercules Robinson, 1st Baron Rosmead",Cape Colony,,,,,,,
"Henry Loch, 1st Baron Loch",Cape Colony,,,,,,,
Francis Dundas,Cape Colony,,,,,,,
Lowry Cole,Cape Colony,,,,,,,
"Sir David Baird, 1st Baronet",Cape Colony,,,,,,,
James Rose Innes,Cape Colony,,,,,,,
Nicolaas Frederic de Waal,Cape Colony,,,,,,,
"John Charles Molteno, Jr.",Cape Colony,,,,,,,
"Alfred Milner, 1st Viscount Milner",Cape Colony,,,,,,,
Gordon Sprigg,Cape Colony,,,,,,,
Cecil Rhodes,Cape Colony,,,,,,,
George Grey,Cape Colony,,,,,,,
Peregrine Maitland,Cape Colony,,,,,,,
Thomas Francis Wade,Cape Colony,,,,,,,
"List of members of the National Assembly (South Korea), 1950–54",South Korean,,,,,,,
Park In-won,South Korean,,,,,,,
Kim Seung-kew,South Korean,,,,,,,
Seo Young-kyo,South Korean,,,,,,,
Lee Wu-jong,South Korean,,,,,,,
Yu In-chon,South Korean,,,,,,,
Kim Wan-ju,South Korean,,,,,,,
Park Yong-jin,South Korean,,,,,,,
Lee Jong-kul,South Korean,,,,,,,
Kim Hyun-jong,South Korean,,,,,,,
Shin Ki-ha,South Korean,,,,,,,
Lee Chunhee,South Korean,,,,,,,
Ahn Dae-hee,South Korean,,,,,,,
Ahn Gyu-baek,South Korean,,,,,,,
Park Hong-keun,South Korean,,,,,,,
Ahn Sang-yeong,South Korean,,,,,,,
Jang Deok-jin,South Korean,,,,,,,
Kim Jae-soon,South Korean,,,,,,,
Kim Jin-sun,South Korean,,,,,,,
Kim Il-ung,South Korean,,,,,,,
Koo Kyo-hyun,South Korean,,,,,,,
Ji Sang-wook,South Korean,,,,,,,
Chung Hong-won,South Korean,,,,,,,
Kim Byong-joon,South Korean,,,,,,,
Hong Ihk-pyo,South Korean,,,,,,,
Jeon Soon-ok,South Korean,,,,,,,
Lee Hae-chan,South Korean,,,,,,,
Yu Myung-hwan,South Korean,,,,,,,
Yoon Young-kwan,South Korean,,,,,,,
Yoon Jeung-hyun,South Korean,,,,,,,
Suh Sang-chul,South Korean,,,,,,,
Bak Maeng-woo,South Korean,,,,,,,
Lee Wan-koo,South Korean,,,,,,,
Kim Chang-ryong,South Korean,,,,,,,
Yun Duk-min,South Korean,,,,,,,
Cheong Yang-seog,South Korean,,,,,,,
Chin Young,South Korean,,,,,,,
Kim Kwan-yong,South Korean,,,,,,,
Lee Hahn-koo,South Korean,,,,,,,
Lee Jung-hyun (politician),South Korean,,,,,,,
Kim Chong-hoh,South Korean,,,,,,,
Chung Ho-yong,South Korean,,,,,,,
Lee Jae-myung,South Korean,,,,,,,
Lee Nak-hoon,South Korean,,,,,,,
Yoo Il-ho,South Korean,,,,,,,
Park Young-sun,South Korean,,,,,,,
Kwon Young-ghil,South Korean,,,,,,,
In Jae-keun,South Korean,,,,,,,
Kang Kum-sil,South Korean,,,,,,,
Park Yong-ok,South Korean,,,,,,,
Jeon Hye-sook,South Korean,,,,,,,
Kim Un-yong,South Korean,,,,,,,
Sim Sang-jung,South Korean,,,,,,,
Kim So-yeon (activist),South Korean,,,,,,,
Yi Yun-yong,South Korean,,,,,,,
Byeon Yeong-tae,South Korean,,,,,,,
Lee Beom-seok (foreign minister),South Korean,,,,,,,
Yoo Chang-soon,South Korean,,,,,,,
Lee Hyun-jae,South Korean,,,,,,,
Hyun Soong-jong,South Korean,,,,,,,
Yun Byung-se,South Korean,,,,,,,
Kim Sung-hwan (politician),South Korean,,,,,,,
Kim Suk-soo,South Korean,,,,,,,
Kim Hwang-sik,South Korean,,,,,,,
Chang Sang,South Korean,,,,,,,
Chang Taek-sang,South Korean,,,,,,,
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,,,,,,,
Lim Su-kyung,South Korean,,,,,,,
Ki Dong-min,South Korean,,,,,,,
Shin Sung-mo,South Korean,,,,,,,
Chun Jung-bae,South Korean,,,,,,,
"List of members of the National Assembly (South Korea), 2012–2016",South Korean,,,,,,,
Han Duck-soo,South Korean,,,,,,,
Roh Tae-woo,South Korean,,,,,,,
Han Myeong-sook,South Korean,,,,,,,
Choo Mi-ae,South Korean,,,,,,,
Na Kyung-won,South Korean,,,,,,,
Min Byung-doo,South Korean,,,,,,,
Choe Kwang-shik,South Korean,,,,,,,
Choi Kyu-hah,South Korean,,,,,,,
Won Sei-hoon,South Korean,,,,,,,
Won Yoo-chul,South Korean,,,,,,,
Kim Boo-kyum,South Korean,,,,,,,
Baek Du-jin,South Korean,,,,,,,
"List of members of the National Assembly (South Korea), 2016–present",South Korean,,,,,,,
Park Chung-hee,South Korean,,,,,,,
Chun Doo-hwan,South Korean,,,,,,,
Roh Moo-hyun,South Korean,,,,,,,
Lee Jung-hee,South Korean,,,,,,,
Song Yo-chan,South Korean,,,,,,,
Kitack Lim,South Korean,,,,,,,
Park Geun-hye,South Korean,,,,,,,
Do Jong-hwan,South Korean,,,,,,,
Assassination of Park Chung-hee,South Korean,,,,,,,
Geum Min,South Korean,,,,,,,
Nam Duck-woo,South Korean,,,,,,,
Toluono Feti,Samoan,,,,,,,
James Ah Koy,Samoan,,,,,,,
Va'aelua Eti Alesana,Samoan,,,,,,,
Misa Telefoni Retzlaff,Samoan,,,,,,,
Luagalau Levaula Kamu,Samoan,,,,,,,
Leafa Vitale,Samoan,,,,,,,
Niko Lee Hang,Samoan,,,,,,,
Tuu'u Anasi'i Leota,Samoan,,,,,,,
Tuiloma Pule Lameko,Samoan,,,,,,,
Laauli Leuatea Polataivao,Samoan,,,,,,,
To’alepaiali’i Toeolesulusulu Salesa III,Samoan,,,,,,,
Namulau’ulu Vavae Tuilagi,Samoan,,,,,,,
Lefau Harry Schuster,Samoan,,,,,,,
Tuitama Talalelei Tuitama,Samoan,,,,,,,
Le Mamea Matatumua Ata,Samoan,,,,,,,
Tole’afoa Solomona To’ailoa,Samoan,,,,,,,
Lealailepule Rimoni Aiafi,Samoan,,,,,,,
Va'ai Papu Vailupe,Samoan,,,,,,,
Palusalue Fa’apo II,Samoan,,,,,,,
Tolofuaivalelei Falemoe Lei’ataua,Samoan,,,,,,,
A'eau Peniamina,Samoan,,,,,,,
Patu Ativalu,Samoan,,,,,,,
Sua Sulu'ape Paulo II,Samoan,,,,,,,
Asiata Sale'imoa Va'ai,Samoan,,,,,,,
Aiono Nonumalo Sofara,Samoan,,,,,,,
Mata'afa Faumuina Fiame Mulinu'u I,Samoan,,,,,,,
Fiame Mata'afa Faumuina Mulinu'u II,Samoan,,,,,,,
Matatumua Maimoana,Samoan,,,,,,,
Laulu Fetauimalemau Mata'afa,Samoan,,,,,,,
Fiame Naomi Mata'afa,Samoan,,,,,,,
Safuneitu'uga Pa'aga Neri,Samoan,,,,,,,
Gatoloaifaana Amataga Alesana-Gidlow,Samoan,,,,,,,
Tuala Ainiu Iusitino,Samoan,,,,,,,
Paul Alan Cox,Samoan,,,,,,,
Tuala Falenaoti Tiresa Malietoa,Samoan,,,,,,,
Toi Aukuso Cain,Samoan,,,,,,,
Muagututagata Peter Ah Him,Samoan,,,,,,,
Sua Rimoni Ah Chong,Samoan,,,,,,,
Luamanuvao Winnie Laban,Samoan,,,,,,,
Order of Merit of Samoa,Samoan,,,,,,,
Sapa'u Ruperake Petaia,Samoan,,,,,,,
Le Mamea Ropati,Samoan,,,,,,,
Tui Manuʻa Elisala,Samoan,,,,,,,
Mata'afa,Samoan,,,,,,,
Polataivao Fosi,Samoan,,,,,,,
Tony Tuimavave,Samoan,,,,,,,
Tuimaleali'ifano,Samoan,,,,,,,
Dave Solomon (rugby),Samoan,,,,,,,
Va'ai Kolone,Samoan,,,,,,,
Tamaseu Leni Warren,Samoan,,,,,,,
Mata'afa Iosefo,Samoan,,,,,,,
Ale Vena Ale,Samoan,,,,,,,
Keneti Sio,Samoan,,,,,,,
Prime Minister of Samoa,Samoan,,,,,,,
Tupua Tamasese Lealofi IV,Samoan,,,,,,,
Tofilau Eti Alesana,Samoan,,,,,,,
Aiono Fanaafi Le Tagaloa,Samoan,,,,,,,
Le Tagaloa Pita,Samoan,,,,,,,
Aveau Niko Palamo,Samoan,,,,,,,
Mark Gosche,Samoan,,,,,,,
Lauaki Namulauulu Mamoe,Samoan,,,,,,,
Tufuga Efi,Samoan,,,,,,,
Salamasina,Samoan,,,,,,,
Tupua Tamasese Meaʻole,Samoan,,,,,,,
Emma Kruse Va'ai,Samoan,,,,,,,
Tuilaepa Aiono Sailele Malielegaoi,Samoan,,,,,,,
Tupua Tamasese,Samoan,,,,,,,
Tupua Tamasese Lealofi III,Samoan,,,,,,,
Olaf Frederick Nelson,Samoan,,,,,,,
Va'aletoa Sualauvi II,Samoan,,,,,,,
Faumuina Tiatia Liuga,Samoan,,,,,,,
Malietoa Tanumafili II,Samoan,,,,,,,
Fuimaono Naoia Tei,Samoan,,,,,,,
Fuiono Senio,Samoan,,,,,,,
O le Ao o le Malo,Samoan,,,,,,,
William Sio,Samoan,,,,,,,
Speaker of the Legislative Assembly of Montserrat,Montserratian,,,,,,,
Peter Waterworth,Montserratian,,,,,,,
Christopher J. Turner,Montserratian,,,,,,,
Howard Fergus,Montserratian,,,,,,,
Ashley Greenwood,Montserratian,,,,,,,
Teresina Bodkin,Montserratian,,,,,,,
Shirley Osborne,Montserratian,,,,,,,
Adrian Davis (governor),Montserratian,,,,,,,
David G. P. Taylor,Montserratian,,,,,,,
Sarita Francis,Montserratian,,,,,,,
David Brandt (politician),Montserratian,,,,,,,
Bertrand Osborne,Montserratian,,,,,,,
Percival Austin Bramble,Montserratian,,,,,,,
Winston Pond,Montserratian,,,,,,,
Mary Rose Tuitt,Montserratian,,,,,,,
Tony Longrigg,Montserratian,,,,,,,
Deborah Barnes-Jones,Montserratian,,,,,,,
William Henry Bramble,Montserratian,,,,,,,
John Kemys Spencer-Churchill,Montserratian,,,,,,,
Reuben Meade,Montserratian,,,,,,,
Wilfred Bennett Davidson-Houston,Montserratian,,,,,,,
Elizabeth Carriere,Montserratian,,,,,,,
"Government House, Montserrat",Montserratian,,,,,,,
Donaldson Romeo,Montserratian,,,,,,,
Premier of Montserrat,Montserratian,,,,,,,
Governor of Montserrat,Montserratian,,,,,,,
Tony Abbott (governor),Montserratian,,,,,,,
Chairman of the Island Council (Pitcairn),Pitcairn Islands,,,,,,,
Edgar Allen Christian,Pitcairn Islands,,,,,,,
Frederick Martin Christian,Pitcairn Islands,,,,,,,
John Lorenzo Christian,Pitcairn Islands,,,,,,,
Benjamin Stanley Young,Pitcairn Islands,,,,,,,
Edward Quintal,Pitcairn Islands,,,,,,,
Arthur Quintal I,Pitcairn Islands,,,,,,,
Fletcher Christian II,Pitcairn Islands,,,,,,,
Moses Young,Pitcairn Islands,,,,,,,
Matthew McCoy (Magistrate),Pitcairn Islands,,,,,,,
Arthur Quintal II,Pitcairn Islands,,,,,,,
Charles Christian II,Pitcairn Islands,,,,,,,
Norris Henry Young,Pitcairn Islands,,,,,,,
Arthur Galsworthy,Pitcairn Islands,,,,,,,
Jonathan Sinclair,Pitcairn Islands,,,,,,,
Simon Young (magistrate),Pitcairn Islands,,,,,,,
Brian Young (magistrate),Pitcairn Islands,,,,,,,
Joshua Hill (Pitcairn Island leader),Pitcairn Islands,,,,,,,
George Fergusson (diplomat),Pitcairn Islands,,,,,,,
James Russell McCoy,Pitcairn Islands,,,,,,,
Matthew Edmond McCoy,Pitcairn Islands,,,,,,,
Richard Fell,Pitcairn Islands,,,,,,,
William Alfred Young,Pitcairn Islands,,,,,,,
Governor of Pitcairn,Pitcairn Islands,,,,,,,
Martin Williams (diplomat),Pitcairn Islands,,,,,,,
David Aubrey Scott,Pitcairn Islands,,,,,,,
Harold Smedley,Pitcairn Islands,,,,,,,
List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,,,,,,,
Betty Christian,Pitcairn Islands,,,,,,,
Meralda Warren,Pitcairn Islands,,,,,,,
Victoria Treadell,Pitcairn Islands,,,,,,,
Charles Richard Parkin Christian,Pitcairn Islands,,,,,,,
Warren Clive Christian,Pitcairn Islands,,,,,,,
Jay Warren,Pitcairn Islands,,,,,,,
Robert Alston,Pitcairn Islands,,,,,,,
Butterworth Stavely,Pitcairn Islands,,,,,,,
Gerard Bromley Robert Christian,Pitcairn Islands,,,,,,,
Ivan Christian,Pitcairn Islands,,,,,,,
Pervis Ferris Young,Pitcairn Islands,,,,,,,
Thursday October Christian II,Pitcairn Islands,,,,,,,
Brenda Christian,Pitcairn Islands,,,,,,,
Shawn Christian (mayor),Pitcairn Islands,,,,,,,
List of rulers of the Pitcairn Islands,Pitcairn Islands,,,,,,,
Earl Asim Martin,Saint Kitts and Nevis,,,,,,,
Paul Southwell,Saint Kitts and Nevis,,,,,,,
Lee Moore (politician),Saint Kitts and Nevis,,,,,,,
Joseph Parry (politician),Saint Kitts and Nevis,,,,,,,
Robert James Dugu Gordon,Saint Kitts and Nevis,,,,,,,
Sam Condor,Saint Kitts and Nevis,,,,,,,
Joseph Nathaniel France,Saint Kitts and Nevis,,,,,,,
Shawn Richards,Saint Kitts and Nevis,,,,,,,
Patrice Nisbett,Saint Kitts and Nevis,,,,,,,
Premier of Nevis,Saint Kitts and Nevis,,,,,,,
Vance Amory,Saint Kitts and Nevis,,,,,,,
Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,,,,,,,
Ada Mae Edwards,Saint Kitts and Nevis,,,,,,,
Constance V. Mitcham,Saint Kitts and Nevis,,,,,,,
Marcella Liburd,Saint Kitts and Nevis,,,,,,,
Mark Brantley,Saint Kitts and Nevis,,,,,,,
Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,,,,,,,
Clement Arrindell,Saint Kitts and Nevis,,,,,,,
Tapley Seaton,Saint Kitts and Nevis,,,,,,,
Konris Maynard,Saint Kitts and Nevis,,,,,,,
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,,,,,,,
Simeon Daniel,Saint Kitts and Nevis,,,,,,,
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,,,,,,,
Kennedy Simmonds,Saint Kitts and Nevis,,,,,,,
Timothy Harris,Saint Kitts and Nevis,,,,,,,
Ouboutou Tegremante,Saint Kitts and Nevis,,,,,,,
Eustace John,Saint Kitts and Nevis,,,,,,,
Denzil Douglas,Saint Kitts and Nevis,,,,,,,
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,,,,,,,
Cuthbert Sebastian,Saint Kitts and Nevis,,,,,,,
List of mayors of Radoviš,Macedonia,,,,,,,
Trifun Kostovski,Macedonia,,,,,,,
Dimitar Dimitrov (writer),Macedonia,,,,,,,
Jagnula Kunovska,Macedonia,,,,,,,
Stevo Pendarovski,Macedonia,,,,,,,
Gordan Georgiev,Macedonia,,,,,,,
Slobodan Čašule,Macedonia,,,,,,,
Spiro Ristovski,Macedonia,,,,,,,
Valon Saracini,Macedonia,,,,,,,
Mile Zechevikj,Macedonia,,,,,,,
Nikola Spasovski,Macedonia,,,,,,,
Vančo Šontevski,Macedonia,,,,,,,
Risto Gjorgjiev,Macedonia,,,,,,,
Vlado Misajlovski,Macedonia,,,,,,,
Ksente Bogoev,Macedonia,,,,,,,
Ferdinand Odžakov,Macedonia,,,,,,,
Slobodan Bogoevski,Macedonia,,,,,,,
Ministry of Environment and Physical Planning,Macedonia,,,,,,,
Vangel Ajanovski-Oče,Macedonia,,,,,,,
Emil Kirjas,Macedonia,,,,,,,
Abdylaqim Ademi,Macedonia,,,,,,,
Dobri Veličkovski,Macedonia,,,,,,,
Stanko Mladenovski,Macedonia,,,,,,,
Siljan Avramovski,Macedonia,,,,,,,
Goran Mitevski,Macedonia,,,,,,,
Stevčo Jakimovski,Macedonia,,,,,,,
